86987,746777,9984,450,2693,521173,0,0
52137,568362,9558,4941,3428,842093,0,1
99803,412909,3479,4960,188,497626,1,0
97676,529005,1998,613,1448,707154,0,0
27924,984588,5587,8011,143,212584,0,0
86671,518964,7755,680,9457,488703,1,0
85105,463903,7749,6662,9468,537288,1,0
90751,75650,7195,3360,5337,942288,0,0
22520,676495,8409,4887,9465,691873,1,0
88803,515670,7289,4639,4850,70775,1,1
3446,714290,8925,9310,5172,311125,0,0
94400,848903,209,9450,3951,610151,1,0
40280,138179,5328,5694,8785,16059,0,0
77489,172284,6972,8697,4873,808881,1,0
66755,707498,39,867,1104,535575,0,0
99691,224156,9119,2122,6061,843279,0,0
72680,128919,6546,8454,2412,53373,1,1
52375,437091,1907,1352,6998,109403,0,0
55712,392394,3030,3168,1329,355142,1,0
96212,67278,6377,8842,8150,705182,0,0
23012,683100,3628,9061,5839,920917,1,0
25842,535623,942,4933,8529,703740,0,1
53840,844245,3469,5190,7485,905102,1,0
98079,885573,2438,5773,1028,553558,0,1
65480,83887,4567,8367,6294,424409,0,0
1736,152444,8468,6954,7946,874439,0,0
40824,364141,1806,6716,7447,829141,0,0
36069,64188,1325,9574,200,630504,0,0
30649,154121,7515,258,8257,909855,0,0
78900,656935,6667,8832,6994,602226,1,0
8760,653173,4857,9764,6991,539880,0,1
40465,690790,2427,8683,8930,134204,1,0
49281,667132,7352,7215,381,555277,0,0
21205,498915,7808,8576,4803,14084,1,0
47408,569590,7736,6822,3468,83577,0,0
98968,705376,6958,621,4638,584855,0,0
79341,317977,6727,2258,5655,169376,0,0
44148,755128,7278,4483,5965,159167,1,1
9547,111767,5730,6657,6346,504730,0,0
601,790448,4447,5714,5580,706170,0,1
44139,80396,5124,2685,5833,833256,0,0
69098,772198,3476,3888,8253,231953,0,0
64917,367099,2188,2867,6685,814831,1,0
60017,517978,2158,1404,2871,104847,1,0
84122,284341,6588,2232,326,223760,1,0
22840,600466,8264,4745,6529,696843,1,0
66535,742431,4990,5031,8043,878645,1,0
71726,742306,4727,9578,7082,422042,1,0
7540,46148,5330,3129,3077,95440,1,1
27181,770447,4183,3552,3856,687282,0,0
30717,5183,7862,5677,4234,354016,0,0
69582,444142,9051,6948,5870,55043,0,0
36976,329780,5302,6413,5428,881496,1,0
2981,484472,9496,4833,4188,162073,0,0
56948,605765,1593,142,2756,965034,0,0
83609,414763,2453,1916,3194,311958,0,0
33133,370080,444,548,3857,585682,1,0
98906,160667,3583,3292,4434,894095,0,0
39562,339257,3641,6554,5155,447929,0,0
75684,502919,355,6571,4757,691679,0,0
94717,618782,186,7257,4957,943989,0,0
54796,718761,1867,7403,4758,908078,0,0
61233,570105,3784,3558,2313,633837,0,0
69603,64267,146,6858,7363,644476,0,0
23545,433988,9572,9441,7090,517615,0,0
81366,609822,1681,4135,1938,805147,0,0
93718,170621,7583,9322,7280,850324,0,0
14141,536890,4438,7922,2632,190194,1,0
94388,870243,1033,9535,8230,586317,0,0
25351,255572,1335,5150,7155,214025,0,0
83741,762038,406,8650,8443,440304,0,0
33995,268440,9121,5029,9177,898762,0,0
35984,30,2126,3026,9967,655457,1,0
10973,935180,9626,4135,5497,404013,0,0
14376,709969,7376,6898,2009,873228,0,0
64036,414020,4883,4961,878,447650,0,0
79738,759811,5504,1064,3160,295351,0,0
81950,601575,7216,2199,5179,378448,0,0
34310,606661,6322,9296,503,71451,1,0
36496,376239,7955,4537,5366,660888,0,1
17795,97220,9672,5190,1586,117880,1,0
88049,628433,6698,3599,6635,208499,0,0
30687,70159,4468,5656,561,835520,0,0
1130,515510,960,8786,8844,4700,1,0
88756,13271,3564,4494,7908,832492,1,0
83795,206005,1145,1198,6599,967788,0,0
51363,875070,2005,4698,9580,794051,0,0
84455,112743,2571,7227,2693,115835,0,0
1774,238648,8154,9107,1395,676538,0,0
15758,260604,4256,4635,1951,445514,0,0
36539,562700,6318,9803,3866,884373,0,0
46482,561207,9683,6463,4873,482514,0,0
64183,997404,2675,6017,4807,639430,0,0
67795,379151,8514,8848,3578,810099,0,0
79104,571962,3044,9956,3871,995736,1,0
65749,380584,4251,3760,660,723765,0,0
91053,95606,8498,8860,3138,821176,0,1
41903,744403,3694,3906,7181,105654,0,0
5586,889837,9301,9043,4653,625433,0,0
33487,595663,2062,6132,8601,946625,1,0
49779,326938,3426,17,4704,156240,0,0
18666,145557,7703,2136,9416,916581,1,0
62056,130399,7270,3196,5852,937424,0,0
36500,865086,4931,4919,3126,195514,0,1
21981,727716,9499,8950,9974,415954,1,0
42711,383477,2539,3755,2783,533262,0,0
79119,513499,2463,1798,6732,667650,1,0
72965,767995,3882,6544,5305,636595,0,0
25606,731891,2372,9277,2089,359942,0,1
49898,390822,6579,9795,5417,879544,0,0
93607,398036,3295,5939,8706,937100,1,0
30294,416758,3383,7964,7533,923941,0,1
11874,952737,4466,2714,7007,377607,0,0
50651,620756,5297,6452,834,838466,0,1
5054,573978,6136,9666,8285,154401,0,0
76150,648196,7248,9545,5862,430851,0,0
27240,412128,5030,3435,1821,527872,0,0
18146,783759,3145,2593,4162,618806,1,0
12284,756907,839,8836,4813,497844,0,0
17027,796792,6109,6278,6318,953211,1,0
27426,434940,5783,886,9143,926962,1,1
423,66260,9081,9312,67,548045,0,0
95003,839347,1861,4846,4516,566449,0,0
7160,580602,5726,3895,576,137098,0,0
47779,733499,2017,5374,9041,306406,0,0
93347,538154,3769,9081,4986,798706,1,0
60705,601864,1678,6602,636,260631,1,0
93879,443475,1682,7637,8222,403131,1,0
82402,449362,912,2981,3486,343602,1,0
5024,456895,6425,5281,5265,787209,0,0
68130,472703,8095,2793,7857,726646,0,0
67794,158457,5475,3250,7693,720039,0,0
2054,858528,3219,8187,3070,911451,1,0
48978,306547,2349,4049,5354,817326,0,0
99907,45247,2558,3404,1750,450858,0,0
37908,972253,306,1867,1000,43685,1,0
63313,294306,7244,2105,3711,548506,0,0
78973,588940,5963,7763,5371,792213,0,0
86175,632767,9023,2061,1981,595874,0,0
54666,545719,7476,6427,9428,588034,0,0
85119,938872,5935,6396,3545,490498,0,0
32836,756998,433,1420,9100,759082,0,0
52081,374042,4948,7616,8773,129113,0,0
27262,664927,1418,8451,6836,994715,1,0
6511,931419,5162,7909,854,561845,0,0
75934,675817,5465,4538,2141,170029,1,0
47175,107469,4328,4163,9959,176257,0,0
67468,39807,1364,6263,7768,608466,0,0
18239,620633,9100,9662,5523,250817,1,0
40524,145014,8965,5688,2382,905247,0,0
7890,59536,4276,2661,3264,568094,0,0
93316,262833,8435,9646,8497,550973,0,0
71686,922296,3911,7868,3555,378756,1,1
99238,869992,2768,74,5737,544418,0,0
24640,376969,7053,6898,7595,628257,0,0
23350,217452,6530,5042,9127,818238,0,0
95545,13941,417,5813,4380,322591,0,0
19598,671870,2373,9881,1164,903832,1,0
59728,401087,3736,3175,7728,94302,0,0
4038,45807,4913,9130,3889,267511,0,0
42814,903015,9964,29,672,114036,0,0
4818,745600,8352,8795,3970,88978,0,0
87597,593859,9318,858,2356,260010,0,0
13404,58044,5587,96,3819,662383,0,0
8943,284383,8366,6805,2367,59103,0,1
32012,104740,5026,7417,8578,227038,0,1
39699,480261,3299,1167,3418,632917,1,0
71983,302208,8237,6763,5858,66817,1,0
11270,737531,2239,2042,260,577985,0,0
40748,267664,8921,7964,1975,974598,1,0
15846,402538,5264,9735,3469,95398,0,0
63217,566828,7322,9906,4065,494990,0,0
80137,945824,1272,8508,5032,701330,0,0
62019,491010,4799,5452,1220,966271,0,0
90074,491193,6043,9569,2542,941495,0,0
95537,545245,1346,3339,4921,989937,0,0
89863,399620,7573,281,7474,979549,0,0
76118,493929,9396,7456,5016,300338,0,0
47973,132230,2049,5650,6177,540654,1,0
51307,466013,6286,4769,2624,248200,1,0
23271,705356,933,7851,8866,115424,1,0
86290,536938,5353,6176,2020,872164,1,0
16076,245911,6286,3425,1452,30839,1,0
88920,939475,8767,1254,3553,933204,1,0
46277,767034,9802,6290,791,45151,0,0
28676,657020,483,69,6430,91932,0,0
23800,645852,340,7110,1939,630985,0,0
28041,288586,1774,8494,6846,751733,1,0
96784,839486,7050,4295,2457,2229,0,0
95389,33309,9187,9251,8929,664753,0,0
62839,96643,1551,9614,4153,449749,0,0
68121,878620,9095,8294,8278,931248,0,0
4665,574708,7461,6679,5051,544909,0,1
45378,166344,5020,963,7694,763863,0,0
16559,150581,5085,3027,715,381492,0,0
7237,75607,9536,4954,9606,804502,0,0
87030,967102,3985,9908,220,431730,1,0
64288,250628,6059,6298,7236,175266,1,0
191,78779,4362,4938,5402,358651,0,0
10126,780788,774,1352,915,597890,0,0
60086,326386,5166,5516,767,972782,0,0
85337,757993,9879,5547,668,63789,1,0
67809,923577,3416,7563,8001,746590,0,0
82818,780291,7139,7667,4020,41588,0,0
95164,69653,9153,3635,7506,574055,0,0
42419,331356,5596,1681,2092,162083,0,0
16831,875799,1841,5953,972,996419,0,0
86559,186241,8900,9243,900,397255,0,0
3460,611334,4118,5959,4921,5572,0,0
87663,234740,4844,4582,2151,972338,0,1
9323,5220,7664,1527,7950,279375,1,0
40657,888073,5026,5196,7793,577102,0,0
18070,199480,7818,1863,437,568610,0,0
88044,971842,290,7093,8515,745856,1,0
70911,821567,2822,3491,1641,807191,0,0
80112,341584,3854,6480,8270,176901,0,0
89023,537474,2265,5790,3213,355903,0,0
1216,842038,6092,341,5887,145559,1,0
49539,355639,7891,1837,7800,808761,0,0
11500,23684,3866,6368,2968,654632,0,0
46574,340264,845,4345,9180,852279,0,0
33777,474359,8156,3741,5366,201035,0,0
55569,718797,6122,5046,1353,524244,1,0
28664,188897,772,6395,4615,439970,0,0
82776,245436,1909,9678,651,137414,0,0
10606,531018,3947,8988,1780,806951,0,0
67526,733128,3286,2646,5069,531602,0,0
82845,38857,9720,152,9228,737615,0,0
31208,724502,4943,1785,1364,32684,0,0
54545,788037,6406,1579,6353,566120,0,0
16192,257071,7236,7125,4836,104062,0,0
25047,549268,55,7745,9091,302375,0,0
90110,590197,730,7551,2322,209767,1,0
8697,141354,8648,849,247,741167,0,0
3316,710427,6279,2524,8256,849932,0,0
80774,356841,9143,1067,1839,671291,0,0
79865,342428,4695,5526,2348,345151,0,0
12950,188521,1149,898,2710,674220,1,1
77317,581221,2353,5766,7553,598341,0,0
63083,308041,3895,8997,4056,484273,0,0
32509,528531,6502,2637,4046,227183,1,0
15273,144537,6641,9627,1320,793919,0,0
62340,674736,2176,5105,2166,118543,0,0
44560,750845,5337,6510,4271,331182,0,0
74559,957041,9795,8403,6399,294218,1,0
3395,609039,7574,2176,9070,323075,1,0
35115,624694,7096,4749,5464,254956,1,0
59678,640624,7845,2218,4211,102887,0,0
7097,469741,6012,4345,5566,119856,0,1
99187,366245,2413,24,2421,24904,0,0
24636,918057,6232,9282,4866,282216,0,0
31301,263559,6702,4038,6004,430830,0,0
24618,692726,8650,4183,7746,862793,0,0
97150,550738,1567,1310,2148,66212,0,0
68663,402726,2028,2408,9438,713163,0,0
71888,303994,2896,5217,8175,606389,0,0
22218,319504,4263,3240,4080,866398,0,0
52679,929412,273,5178,720,822934,0,0
1400,610307,412,5070,654,462008,0,0
69998,848290,7806,8800,3558,371326,1,0
93383,150287,9253,7132,7452,988186,0,0
17968,541000,8660,463,5257,331675,0,0
24890,907679,4418,7425,3264,100182,1,0
24874,592958,29,5526,1230,396067,0,0
63816,343946,5573,6647,1626,47070,1,0
66528,424322,870,7399,4567,869157,0,0
85771,971556,6143,1212,8103,975176,0,0
66554,595600,3459,7469,9336,144641,1,0
27444,1672,1862,3340,9758,958838,0,0
96068,369074,9752,2978,2827,561883,0,0
96302,217808,6010,7119,3257,252008,1,0
54834,493469,538,2728,6404,972643,0,1
80440,901844,7236,5739,833,535964,1,0
7730,662413,3146,7781,7472,233314,1,0
89361,91260,7643,3210,9294,114554,0,0
27065,862333,9331,8409,4551,684377,0,0
83254,412353,3568,6849,917,477837,0,0
1698,588620,7453,4361,9499,41560,0,0
84244,393454,8157,1929,4808,121756,0,0
51759,713365,4606,9803,952,381450,0,0
67331,158977,7910,5832,6875,221749,0,0
58571,445838,1315,1508,5039,142240,0,0
37069,607134,6410,1611,7102,190860,0,0
87680,676745,9451,8950,9908,593861,0,0
33101,312149,9969,212,6552,622964,1,0
88645,656115,7094,9599,4227,608929,1,0
29927,331593,2354,7224,3331,311297,0,0
3418,540967,233,7,2254,220727,0,0
32409,87268,6770,5856,6168,770526,0,0
78183,813817,9093,3981,2371,945439,0,1
28826,339530,5682,6999,2511,439030,1,0
66001,976170,549,3222,8683,975412,0,0
79961,393487,8701,6411,9157,792751,0,0
38702,357695,8200,9325,9227,711069,0,0
46039,550821,24,3394,2101,285689,0,0
35317,733644,2849,2073,3147,759033,1,0
37992,674967,4016,2825,5231,237754,0,0
7107,483331,5750,1161,5082,830168,0,0
26334,731922,7314,4914,3044,469215,1,0
39627,982876,3893,3935,2299,642016,1,0
86395,170248,1399,5695,2718,235475,0,0
48559,77587,4153,1307,6254,535333,0,0
6156,347620,8000,1271,6747,316409,0,0
74396,738402,8367,1084,1168,662463,0,0
31104,568175,8941,6500,4595,57370,0,0
51146,223332,6433,5393,8861,711776,1,0
46594,41123,4995,8580,6479,970028,0,0
73147,597059,6438,8928,9269,843793,0,0
99150,375346,5618,7446,3394,281159,0,0
89883,15180,7974,8675,4710,496522,1,0
13344,76803,5342,5678,4330,678467,0,0
83568,146182,5647,2373,3300,328342,0,0
16582,363991,3048,3367,6759,908570,0,0
94206,81075,913,9094,6984,30404,0,0
91999,58489,7517,1359,4213,485951,0,0
41362,76346,9003,7063,3212,94580,0,0
35410,807515,5773,1163,4943,114339,1,0
94929,760885,8003,573,4250,698094,0,0
53850,814376,3863,4669,5489,512678,0,0
17335,833408,7872,1288,3491,367543,1,1
8339,55247,6447,271,3217,765345,0,0
90447,25672,9256,708,6982,479422,0,0
14550,190450,2236,6053,3376,718571,0,0
79025,983834,7866,1456,1604,907081,1,0
92450,272673,4008,8942,967,657721,0,1
46607,695585,9484,7648,5703,252951,1,0
17744,719474,5936,1953,2957,104940,0,0
18251,418693,8025,6417,4242,127817,0,0
78889,297427,6886,453,6476,289030,1,0
80531,743604,9067,5435,9886,667265,0,0
84795,911958,7705,7777,103,323079,0,0
44776,203209,7788,9672,938,588531,0,0
91606,620712,684,8593,1140,241637,0,0
5974,578999,8129,6039,1931,555319,1,0
95830,29078,1418,4322,4496,76794,0,0
24469,657162,8898,5459,5715,706414,0,0
74876,418520,6432,5255,9460,620934,0,0
81972,956376,4412,2935,4533,755917,0,0
78183,446602,236,5421,3012,196222,0,0
83850,524425,3559,31,171,261766,0,0
12456,627063,6984,8514,4432,638680,0,0
82005,682531,3427,5089,9908,379998,0,0
38785,179142,1172,4050,4629,577352,1,0
40155,637422,9552,8743,2760,196219,1,0
58668,975722,7490,6458,2374,427153,1,0
75715,472130,9371,872,8,861485,0,0
85547,763817,7410,1547,9261,326078,1,0
35654,662914,4078,4621,3097,178406,0,1
12781,753641,9058,222,5756,894661,1,0
43325,53471,1460,2921,1993,392430,0,0
38617,596928,1507,8462,9926,163662,0,0
6743,989956,8650,3234,3225,174979,1,0
18191,288607,6637,20,6418,337037,1,0
96629,270155,5036,4556,4153,403719,0,0
2813,871016,5832,306,7918,645247,0,1
87902,524312,84,5161,7194,777783,0,0
24839,411265,5605,8556,3082,414525,0,0
91853,816815,1102,2561,3963,826338,0,0
8045,921901,190,673,722,901685,0,0
49168,945471,3149,9090,253,242309,0,0
41836,63997,9594,1101,4386,287383,0,0
40176,217418,7159,584,7118,37609,0,0
73587,6887,2096,2719,7668,244344,0,0
4706,248441,8302,9504,1286,196329,0,1
26393,386011,2671,2944,5282,403475,0,0
17670,969641,9865,9690,7236,627685,0,1
62948,823003,8222,7476,9972,948951,0,0
29894,660604,9852,5163,1356,141560,0,1
57828,371186,3260,7776,1945,274074,0,1
91227,615781,7484,3898,7748,981428,0,0
11050,765982,3661,9977,3830,229312,1,0
59401,419226,103,7010,683,151569,1,0
8033,294741,5813,3538,6459,264183,0,0
92397,796756,5248,8068,7541,855609,1,0
50409,465942,6079,2286,2917,40335,0,0
53997,737853,4130,3861,3705,841897,0,0
65708,724575,1311,5893,2785,297097,0,0
4947,881607,8529,394,9421,44946,0,0
82483,95030,2943,5218,2457,701089,0,0
94218,179147,9049,9361,7607,912942,0,0
75387,374488,7430,66,9545,330002,0,0
33581,257911,9244,7162,3043,467862,1,0
17250,191815,9953,7803,3935,228734,0,0
33525,495690,5215,8732,496,387312,0,0
82172,453603,3051,9951,2607,619948,0,0
76473,882315,8004,8032,1454,782944,1,0
69028,153395,1934,9747,4897,980373,0,0
37884,770927,2416,2689,9564,322657,0,0
88845,888189,8216,3120,7931,773904,1,0
34619,950650,2971,6272,7972,616825,0,0
59177,617771,9524,1839,3614,577031,0,0
25864,529728,346,1762,2991,120824,1,0
93910,162005,2141,7939,49,317039,0,1
70173,301158,2786,6185,8059,972888,1,0
51804,659105,649,9052,6990,39912,1,0
9602,788149,828,5974,5936,303927,1,0
72092,524480,66,777,6772,721642,0,0
20381,761241,7064,7049,6021,271242,0,0
27751,524328,4046,5998,5076,988355,1,0
99832,324047,6951,2286,1129,260079,0,1
94418,165345,5691,927,5644,220675,1,0
58140,894859,5171,5230,5829,817675,0,0
15127,7001,6956,2454,3727,691748,0,0
90603,643947,665,3642,7621,533858,0,0
80032,927945,4900,8170,8489,237872,0,1
42419,466241,4515,7012,7415,155050,0,0
92552,795941,5704,2580,2224,394271,1,0
57541,576286,8220,8383,5943,604024,1,0
52615,232781,8210,296,1,171164,1,0
93911,340078,8582,2359,3130,546623,1,0
88626,189132,4731,4098,5511,51536,0,0
34671,209875,9075,8981,6986,70727,0,0
12997,613411,1724,8074,9526,810206,0,0
1943,339506,2729,4721,5104,979430,0,0
3346,983201,6859,2376,4817,971102,0,0
88606,682696,122,8413,4708,435383,0,0
3595,632126,1920,7257,2587,826844,0,0
51255,258379,1304,6065,6502,468600,1,0
22410,967548,8863,1886,6426,346238,0,0
28262,85216,4331,9333,6315,608347,0,0
64460,10029,7564,829,4184,433964,0,0
25562,113724,8307,9055,3142,613101,0,0
10867,546809,8536,8995,3285,585132,1,1
57169,521818,2937,9784,2186,891352,0,0
96671,807173,4789,7056,1624,804039,0,0
58576,258835,8256,7313,1527,555189,0,0
2612,856879,7472,8321,8059,955165,0,0
16309,514504,4569,8732,1586,201660,0,0
22757,289592,9669,9493,7358,259662,0,0
